Time,GPS_Nsat
0,12
0.1,12
0.2,12
0.3,12
0.4,12
0.5,12
0.6,12
0.7,12
0.8,12
0.9,12
1,12
1.1,12
1.2,12
1.3,12
1.4,12
1.5,12
1.6,12
1.7,12
1.8,12
1.9,12
2,12
2.1,12
2.2,12
2.3,12
2.4,12
2.5,12
2.6,12
2.7,12
2.8,12
2.9,12
3,12
3.1,12
3.2,12
3.3,12
3.4,12
3.5,12
3.6,12
3.7,12
3.8,12
3.9,12
4,12
4.1,12
4.2,12
4.3,12
4.4,12
4.5,12
4.6,12
4.7,12
4.8,12
4.9,12
5,12
5.1,12
5.2,12
5.3,12
5.4,13
5.5,13
5.6,13
5.7,13
5.8,13
5.9,12
6,12
6.1,13
6.2,13
6.3,13
6.4,13
6.5,13
6.6,13
6.7,13
6.8,14
6.9,14
7,15
7.1,14
7.2,14
7.3,15
7.4,15
7.5,15
7.6,15
7.7,15
7.8,15
7.9,15
8,15
8.1,15
8.2,15
8.3,15
8.4,15
8.5,15
8.6,16
8.7,16
8.8,16
8.9,16
9,16
9.1,16
9.2,16
9.3,16
9.4,16
9.5,16
9.6,16
9.7,16
9.8,16
9.9,16
10,16
10.1,16
10.2,16
10.3,16
10.4,16
10.5,16
10.6,16
10.7,16
10.8,16
10.9,16
11,16
11.1,16
11.2,16
11.3,16
11.4,16
11.5,16
11.6,15
11.7,15
11.8,15
11.9,15
12,14
12.1,13
12.2,13
12.3,13
12.4,14
12.5,13
12.6,13
12.7,13
12.8,13
12.9,12
13,12
13.1,12
13.2,12
13.3,12
13.4,12
13.5,12
13.6,12
13.7,12
13.8,12
13.9,12
14,12
14.1,12
14.2,12
14.3,13
14.4,13
14.5,13
14.6,14
14.7,14
14.8,14
14.9,12
15,13
15.1,13
15.2,13
15.3,13
15.4,13
15.5,13
15.6,13
15.7,13
15.8,14
15.9,14
16,14
16.1,13
16.2,13
16.3,14
16.4,14
16.5,12
16.6,12
16.7,12
16.8,12
16.9,12
17,12
17.1,12
17.2,12
17.3,12
17.4,12
17.5,12
17.6,12
17.7,12
17.8,12
17.9,12
18,12
18.1,12
18.2,12
18.3,12
18.4,12
18.5,12
18.6,12
18.7,12
18.8,12
18.9,11
19,11
19.1,11
19.2,11
19.3,11
19.4,13
19.5,12
19.6,13
19.7,13
19.8,13
19.9,13
20,13
20.1,14
20.2,14
20.3,13
20.4,12
20.5,11
20.6,12
20.7,12
20.8,12
20.9,11
21,12
21.1,11
21.2,11
21.3,11
21.4,11
21.5,12
21.6,11
21.7,11
21.8,12
21.9,12
22,12
22.1,12
22.2,12
22.3,12
22.4,12
22.5,12
22.6,12
22.7,12
22.8,12
22.9,12
23,12
23.1,12
23.2,12
23.3,12
23.4,12
23.5,13
23.6,12
23.7,12
23.8,13
23.9,13
24,13
24.1,13
24.2,13
24.3,14
24.4,13
24.5,14
24.6,15
24.7,15
24.8,15
24.9,14
25,15
25.1,16
25.2,16
25.3,16
25.4,16
25.5,16
25.6,16
25.7,16
25.8,16
25.9,16
26,16
26.1,16
26.2,16
26.3,16
26.4,16
26.5,16
26.6,16
26.7,16
26.8,16
26.9,16
27,16
27.1,16
27.2,16
27.3,16
27.4,16
27.5,16
27.6,16
27.7,16
27.8,16
27.9,16
28,16
28.1,16
28.2,16
28.3,16
28.4,16
28.5,16
28.6,16
28.7,16
28.8,16
28.9,16
29,16
29.1,16
29.2,16
29.3,16
29.4,16
29.5,16
29.6,16
29.7,16
29.8,16
29.9,16
30,16
30.1,16
30.2,16
30.3,16
30.4,16
30.5,16
30.6,16
30.7,16
30.8,16
30.9,16
31,16
31.1,16
31.2,16
31.3,16
31.4,16
31.5,16
31.6,16
31.7,16
31.8,16
31.9,16
32,16
32.1,16
32.2,16
32.3,16
32.4,16
32.5,16
32.6,16
32.7,16
32.8,16
32.9,16
33,16
33.1,16
33.2,16
33.3,16
33.4,16
33.5,16
33.6,16
33.7,16
33.8,16
33.9,16
34,16
34.1,16
34.2,16
34.3,16
34.4,16
34.5,16
34.6,16
34.7,16
34.8,16
34.9,16
35,16
35.1,16
35.2,16
35.3,16
35.4,16
35.5,16
35.6,16
35.7,16
35.8,16
35.9,16
36,16
36.1,16
36.2,16
36.3,16
36.4,16
36.5,16
36.6,16
36.7,16
36.8,16
36.9,16
37,16
37.1,16
37.2,16
37.3,16
37.4,16
37.5,16
37.6,16
37.7,16
37.8,16
37.9,16
38,16
38.1,16
38.2,16
38.3,16
38.4,16
38.5,16
38.6,16
38.7,16
38.8,16
38.9,16
39,16
39.1,16
39.2,16
39.3,16
39.4,16
39.5,16
39.6,16
39.7,16
39.8,16
39.9,16
40,16
40.1,16
40.2,16
40.3,16
40.4,16
40.5,16
40.6,16
40.7,16
40.8,16
40.9,16
41,16
41.1,16
41.2,16
41.3,16
41.4,16
41.5,16
41.6,16
41.7,16
41.8,16
41.9,16
42,16
42.1,16
42.2,16
42.3,16
42.4,16
42.5,16
42.6,16
42.7,16
42.8,16
42.9,16
43,15
43.1,15
43.2,15
43.3,15
43.4,16
43.5,16
43.6,16
43.7,16
43.8,16
43.9,16
44,16
44.1,16
44.2,16
44.3,16
44.4,16
44.5,16
44.6,16
44.7,16
44.8,16
44.9,16
45,16
45.1,16
45.2,16
45.3,16
45.4,16
45.5,16
45.6,16
45.7,16
45.8,16
45.9,16
46,16
46.1,16
46.2,16
46.3,16
46.4,16
46.5,16
46.6,16
46.7,16
46.8,16
46.9,15
47,16
47.1,16
47.2,16
47.3,16
47.4,16
47.5,16
47.6,16
47.7,16
47.8,16
47.9,16
48,16
48.1,16
48.2,16
48.3,16
48.4,16
48.5,16
48.6,16
48.7,16
48.8,16
48.9,16
49,16
49.1,16
49.2,16
49.3,15
49.4,15
49.5,15
49.6,15
49.7,15
49.8,15
49.9,15
50,16
50.1,16
50.2,16
50.3,16
50.4,16
50.5,16
50.6,16
50.7,16
50.8,16
50.9,16
51,16
51.1,16
51.2,16
51.3,16
51.4,16
51.5,16
51.6,16
51.7,16
51.8,16
51.9,16
52,16
52.1,16
52.2,16
52.3,16
52.4,16
52.5,15
52.6,15
52.7,15
52.8,15
52.9,15
53,16
53.1,16
53.2,16
53.3,16
53.4,16
53.5,16
53.6,16
53.7,16
53.8,16
53.9,16
54,16
54.1,16
54.2,16
54.3,16
54.4,16
54.5,16
54.6,16
54.7,16
54.8,16
54.9,16
55,16
55.1,16
55.2,16
55.3,16
55.4,16
55.5,16
55.6,16
55.7,16
55.8,16
55.9,16
56,16
56.1,16
56.2,16
56.3,15
56.4,16
56.5,15
56.6,16
56.7,16
56.8,16
56.9,15
57,16
57.1,16
57.2,16
57.3,16
57.4,16
57.5,16
57.6,16
57.7,16
57.8,16
57.9,16
58,16
58.1,16
58.2,16
58.3,16
58.4,16
58.5,16
58.6,16
58.7,16
58.8,16
58.9,16
59,16
59.1,16
59.2,16
59.3,16
59.4,16
59.5,16
59.6,16
59.7,16
59.8,16
59.9,16
60,16
60.1,16
60.2,16
60.3,16
60.4,16
60.5,16
60.6,16
60.7,16
60.8,16
60.9,16
61,16
61.1,16
61.2,16
61.3,16
61.4,16
61.5,16
61.6,16
61.7,16
61.8,16
61.9,16
62,16
62.1,16
62.2,16
62.3,16
62.4,16
62.5,16
62.6,16
62.7,16
62.8,16
62.9,16
63,16
63.1,16
63.2,16
63.3,16
63.4,16
63.5,16
63.6,16
63.7,16
63.8,16
63.9,16
64,16
64.1,16
64.2,16
64.3,16
64.4,16
64.5,16
64.6,16
64.7,16
64.8,16
64.9,16
65,16
65.1,16
65.2,16
65.3,16
65.4,16
65.5,16
65.6,16
65.7,16
65.8,16
65.9,16
66,16
66.1,16
66.2,16
66.3,16
66.4,16
66.5,16
66.6,16
66.7,16
66.8,16
66.9,16
67,16
67.1,16
67.2,16
67.3,16
67.4,16
67.5,16
67.6,16
67.7,16
67.8,16
67.9,16
68,16
68.1,16
68.2,16
68.3,16
68.4,16
68.5,16
68.6,16
68.7,16
68.8,16
68.9,16
69,16
69.1,16
69.2,16
69.3,16
69.4,16
69.5,16
69.6,16
69.7,16
69.8,16
69.9,16
70,16
70.1,16
70.2,16
70.3,16
70.4,16
70.5,16
70.6,16
70.7,16
70.8,16
70.9,16
71,16
71.1,16
71.2,16
71.3,16
71.4,16
71.5,16
71.6,16
71.7,16
71.8,16
71.9,16
72,16
72.1,16
72.2,16
72.3,16
72.4,16
72.5,16
72.6,16
72.7,16
72.8,16
72.9,16
73,16
73.1,16
73.2,16
73.3,16
73.4,16
73.5,16
73.6,16
73.7,16
73.8,16
73.9,16
74,16
74.1,16
74.2,16
74.3,16
74.4,16
74.5,16
74.6,16
74.7,16
74.8,16
74.9,16
75,16
75.1,16
75.2,16
75.3,16
75.4,16
75.5,16
75.6,16
75.7,16
75.8,16
75.9,16
76,16
76.1,16
76.2,16
76.3,16
76.4,16
76.5,16
76.6,16
76.7,16
76.8,16
76.9,16
77,16
77.1,16
77.2,16
77.3,16
77.4,16
77.5,16
77.6,16
77.7,16
77.8,16
77.9,16
78,16
78.1,16
78.2,16
78.3,16
78.4,16
78.5,16
78.6,16
78.7,16
78.8,16
78.9,16
79,16
79.1,16
79.2,16
79.3,16
79.4,16
79.5,16
79.6,16
79.7,16
79.8,16
79.9,16
80,16
80.1,16
80.2,16
80.3,16
80.4,16
80.5,16
80.6,16
80.7,16
80.8,16
80.9,16
81,16
81.1,16
81.2,16
81.3,15
81.4,16
81.5,16
81.6,16
81.7,16
81.8,16
