Time,GPS_PosAccuracy
539.7,1.50546300411224
539.8,1.51359152793884
539.9,1.51999998092651
540,1.51999998092651
540.1,1.51999998092651
540.2,1.52546298503876
540.3,1.52999997138977
540.4,1.53091740608215
540.5,1.53999996185303
540.6,1.53999996185303
540.7,1.54550457000732
540.8,1.54999995231628
540.9,1.55091738700867
541,1.55999994277954
541.1,1.55999994277954
541.2,1.55999994277954
541.3,1.55999994277954
541.4,1.55999994277954
541.5,1.56007087230682
541.6,1.56716310977936
541.7,1.57000005245209
541.8,1.57361698150635
541.9,1.58000004291534
542,1.58007097244263
542.1,1.58716309070587
542.2,1.5900000333786
542.3,1.5900000333786
542.4,1.5900000333786
542.5,1.59007096290588
542.6,1.59716308116913
542.7,1.60000002384186
542.8,1.60361707210541
542.9,1.61000001430511
543,1.60992908477783
543.1,1.6028368473053
543.2,1.60000002384186
543.3,1.60000002384186
543.4,1.60000002384186
543.5,1.59992909431458
543.6,1.59283685684204
543.7,1.5900000333786
543.8,1.5900000333786
543.9,1.58908259868622
544,1.58000004291534
544.1,1.58000004291534
544.2,1.57449543476105
544.3,1.57000005245209
544.4,1.5690826177597
544.5,1.55999994277954
544.6,1.55999994277954
544.7,1.55449545383453
544.8,1.54999995231628
544.9,1.54999995231628
545,1.549929022789
545.1,1.54283690452576
545.2,1.53999996185303
545.3,1.53638303279877
545.4,1.52999997138977
545.5,1.52992904186249
545.6,1.52283692359924
545.7,1.51999998092651
545.8,1.51999998092651
545.9,1.51999998092651
546,1.51992905139923
546.1,1.51283693313599
546.2,1.50999999046326
546.3,1.50999999046326
546.4,1.51091742515564
546.5,1.51999998092651
546.6,1.51999998092651
546.7,1.51999998092651
546.8,1.51999998092651
546.9,1.51999998092651
547,1.51999998092651
547.1,1.51999998092651
547.2,1.51999998092651
547.3,1.51638293266296
547.4,1.50999999046326
547.5,1.50999999046326
547.6,1.50999999046326
547.7,1.51550459861755
547.8,1.51999998092651
547.9,1.51999998092651
548,1.51999998092651
548.1,1.51999998092651
548.2,1.52550458908081
548.3,1.52999997138977
548.4,1.52999997138977
548.5,1.52999997138977
548.6,1.52999997138977
548.7,1.52999997138977
548.8,1.53361701965332
548.9,1.53999996185303
549,1.53999996185303
549.1,1.53999996185303
549.2,1.53999996185303
549.3,1.53999996185303
549.4,1.53999996185303
549.5,1.53999996185303
549.6,1.53999996185303
549.7,1.53999996185303
549.8,1.53999996185303
549.9,1.53999996185303
550,1.53999996185303
550.1,1.53999996185303
550.2,1.53999996185303
550.3,1.53999996185303
550.4,1.53999996185303
550.5,1.53992903232574
550.6,1.5328369140625
550.7,1.52999997138977
550.8,1.52999997138977
550.9,1.52999997138977
551,1.52999997138977
551.1,1.52999997138977
551.2,1.52999997138977
551.3,1.52635717391968
551.4,1.51999998092651
551.5,1.51999998092651
551.6,1.51999998092651
551.7,1.51999998092651
551.8,1.51635718345642
551.9,1.50999999046326
552,1.50999999046326
552.1,1.50999999046326
552.2,1.50999999046326
552.3,1.50999999046326
552.4,1.50999999046326
552.5,1.50999999046326
552.6,1.50999999046326
552.7,1.50999999046326
552.8,1.50999999046326
552.9,1.50999999046326
553,1.50999999046326
553.1,1.50999999046326
553.2,1.50999999046326
553.3,1.50635719299316
553.4,1.5
553.5,1.5
553.6,1.5
553.7,1.5
553.8,1.49635708332062
553.9,1.49000000953674
554,1.49000000953674
554.1,1.49000000953674
554.2,1.49000000953674
554.3,1.49000000953674
554.4,1.49000000953674
554.5,1.49000000953674
554.6,1.49000000953674
554.7,1.49000000953674
554.8,1.49000000953674
554.9,1.49000000953674
555,1.49000000953674
555.1,1.49000000953674
555.2,1.49000000953674
555.3,1.49000000953674
555.4,1.49000000953674
555.5,1.49000000953674
555.6,1.49000000953674
555.7,1.49000000953674
555.8,1.49000000953674
555.9,1.49000000953674
556,1.49000000953674
556.1,1.49000000953674
556.2,1.49000000953674
556.3,1.49000000953674
556.4,1.49000000953674
556.5,1.4899286031723
556.6,1.48278570175171
556.7,1.48000001907349
556.8,1.48000001907349
556.9,1.48000001907349
557,1.48000001907349
557.1,1.48000001907349
557.2,1.48000001907349
557.3,1.48000001907349
557.4,1.47899997234344
557.5,1.47000002861023
557.6,1.47000002861023
557.7,1.47000002861023
557.8,1.47000002861023
557.9,1.47000002861023
558,1.47000002861023
558.1,1.47000002861023
558.2,1.47000002861023
558.3,1.47000002861023
558.4,1.47000002861023
558.5,1.47000002861023
558.6,1.47000002861023
558.7,1.47000002861023
558.8,1.47000002861023
558.9,1.47000002861023
559,1.47000002861023
559.1,1.47000002861023
559.2,1.47000002861023
559.3,1.47000002861023
559.4,1.47000002861023
559.5,1.47000002861023
559.6,1.47000002861023
559.7,1.47000002861023
559.8,1.46635711193085
559.9,1.46000003814697
560,1.46000003814697
560.1,1.46000003814697
560.2,1.46000003814697
560.3,1.46000003814697
560.4,1.46000003814697
560.5,1.46000003814697
560.6,1.46000003814697
560.7,1.46000003814697
560.8,1.46000003814697
560.9,1.45899999141693
561,1.45000004768372
561.1,1.45000004768372
561.2,1.45000004768372
561.3,1.45000004768372
561.4,1.45000004768372
561.5,1.45000004768372
561.6,1.45000004768372
561.7,1.44441437721252
561.8,1.44000005722046
561.9,1.44000005722046
562,1.44000005722046
562.1,1.44000005722046
562.2,1.44000005722046
562.3,1.44000005722046
562.4,1.44000005722046
562.5,1.44000005722046
562.6,1.44000005722046
562.7,1.44000005722046
562.8,1.44000005722046
562.9,1.44000005722046
563,1.44000005722046
563.1,1.44000005722046
563.2,1.44000005722046
563.3,1.44000005722046
563.4,1.44000005722046
563.5,1.44000005722046
563.6,1.44000005722046
563.7,1.44000005722046
563.8,1.44000005722046
563.9,1.44000005722046
564,1.44000005722046
564.1,1.44000005722046
564.2,1.44000005722046
564.3,1.44000005722046
564.4,1.44000005722046
564.5,1.44000005722046
564.6,1.44000005722046
564.7,1.43441438674927
564.8,1.42999994754791
564.9,1.42999994754791
565,1.42999994754791
565.1,1.42999994754791
565.2,1.42999994754791
565.3,1.42999994754791
565.4,1.42999994754791
565.5,1.42999994754791
565.6,1.42999994754791
565.7,1.42999994754791
565.8,1.42999994754791
565.9,1.42999994754791
566,1.42999994754791
566.1,1.42999994754791
566.2,1.42999994754791
566.3,1.42999994754791
566.4,1.42999994754791
566.5,1.42999994754791
566.6,1.42999994754791
566.7,1.42999994754791
566.8,1.433669090271
566.9,1.44000005722046
567,1.44000005722046
567.1,1.44000005722046
567.2,1.44000005722046
567.3,1.44000005722046
567.4,1.44000005722046
567.5,1.44000005722046
567.6,1.44000005722046
567.7,1.44000005722046
567.8,1.44000005722046
567.9,1.44000005722046
568,1.44000005722046
568.1,1.44000005722046
568.2,1.44000005722046
568.3,1.44000005722046
568.4,1.44000005722046
568.5,1.44000005722046
568.6,1.44000005722046
568.7,1.44000005722046
568.8,1.44000005722046
568.9,1.44000005722046
569,1.44000005722046
569.1,1.44000005722046
569.2,1.44000005722046
569.3,1.44000005722046
569.4,1.44000005722046
569.5,1.44000005722046
569.6,1.44000005722046
569.7,1.44000005722046
569.8,1.44366908073425
569.9,1.44891893863678
570,1.44000005722046
570.1,1.44000005722046
570.2,1.44000005722046
570.3,1.44000005722046
570.4,1.44000005722046
570.5,1.44000005722046
570.6,1.44000005722046
570.7,1.44000005722046
570.8,1.44000005722046
570.9,1.44000005722046
571,1.44000005722046
571.1,1.44000005722046
571.2,1.44000005722046
571.3,1.44000005722046
571.4,1.44000005722046
571.5,1.44000005722046
571.6,1.44000005722046
571.7,1.44000005722046
571.8,1.44000005722046
571.9,1.44000005722046
572,1.44000005722046
572.1,1.44000005722046
572.2,1.43441438674927
572.3,1.42999994754791
572.4,1.42999994754791
572.5,1.42999994754791
572.6,1.42999994754791
572.7,1.43562495708466
572.8,1.44000005722046
572.9,1.4388393163681
573,1.42999994754791
573.1,1.42999994754791
573.2,1.42999994754791
573.3,1.42999994754791
573.4,1.42999994754791
573.5,1.42999994754791
573.6,1.42999994754791
573.7,1.42437505722046
573.8,1.41999995708466
573.9,1.41999995708466
574,1.41999995708466
574.1,1.41999995708466
574.2,1.41999995708466
574.3,1.41999995708466
574.4,1.41883933544159
574.5,1.4099999666214
574.6,1.4099999666214
574.7,1.4099999666214
574.8,1.4099999666214
574.9,1.4099999666214
575,1.4099999666214
575.1,1.4099999666214
575.2,1.4099999666214
575.3,1.4099999666214
575.4,1.40883934497833
575.5,1.39999997615814
575.6,1.39999997615814
575.7,1.39999997615814
575.8,1.39999997615814
575.9,1.39999997615814
576,1.39999997615814
576.1,1.39999997615814
576.2,1.39999997615814
576.3,1.4036957025528
576.4,1.4099999666214
576.5,1.4099999666214
576.6,1.4099999666214
576.7,1.4099999666214
576.8,1.4099999666214
576.9,1.40883934497833
577,1.39999997615814
577.1,1.39999997615814
577.2,1.39999997615814
577.3,1.39999997615814
577.4,1.39999997615814
577.5,1.39999997615814
577.6,1.39999997615814
577.7,1.40562498569489
577.8,1.4099999666214
577.9,1.4099999666214
578,1.4099999666214
578.1,1.4099999666214
578.2,1.4099999666214
578.3,1.4099999666214
578.4,1.4099999666214
578.5,1.41007244586945
578.6,1.41731882095337
578.7,1.41999995708466
578.8,1.41999995708466
578.9,1.41999995708466
579,1.4200724363327
579.1,1.42731881141663
579.2,1.42999994754791
579.3,1.43369567394257
579.4,1.44000005722046
579.5,1.44007241725922
579.6,1.44731879234314
579.7,1.45562505722046
579.8,1.46000003814697
579.9,1.46116065979004
580,1.47000002861023
580.1,1.47000002861023
580.2,1.47000002861023
580.3,1.47000002861023
580.4,1.47000002861023
580.5,1.47000002861023
580.6,1.47000002861023
580.7,1.47562503814697
580.8,1.48000001907349
580.9,1.47883927822113
581,1.47000002861023
581.1,1.47000002861023
581.2,1.47000002861023
581.3,1.46630430221558
581.4,1.46000003814697
581.5,1.46000003814697
581.6,1.46000003814697
581.7,1.46000003814697
581.8,1.45630431175232
581.9,1.45000004768372
582,1.45000004768372
582.1,1.45000004768372
582.2,1.44437503814697
582.3,1.44000005722046
582.4,1.44000005722046
582.5,1.44000005722046
582.6,1.44000005722046
582.7,1.44000005722046
582.8,1.44000005722046
582.9,1.44000005722046
583,1.44000005722046
583.1,1.44000005722046
583.2,1.44000005722046
583.3,1.43627738952637
583.4,1.42999994754791
583.5,1.42999994754791
583.6,1.42999994754791
583.7,1.42999994754791
583.8,1.42999994754791
583.9,1.42999994754791
584,1.42992699146271
584.1,1.42262768745422
584.2,1.41999995708466
584.3,1.41999995708466
584.4,1.41999995708466
584.5,1.41999995708466
584.6,1.41999995708466
584.7,1.41999995708466
584.8,1.41999995708466
