Time,GPS_Nsat
568.3,16
568.4,16
568.5,16
568.6,16
568.7,16
568.8,16
568.9,16
569,16
569.1,16
569.2,16
569.3,16
569.4,16
569.5,16
569.6,16
569.7,16
569.8,16
569.9,16
570,16
570.1,16
570.2,16
570.3,16
570.4,16
570.5,16
570.6,16
570.7,16
570.8,16
570.9,16
571,16
571.1,16
571.2,16
571.3,16
571.4,16
571.5,16
571.6,16
571.7,16
571.8,16
571.9,16
572,16
572.1,16
572.2,16
572.3,16
572.4,16
572.5,16
572.6,16
572.7,16
572.8,16
572.9,16
573,16
573.1,16
573.2,16
573.3,16
573.4,16
573.5,16
573.6,16
573.7,16
573.8,16
573.9,16
574,16
574.1,16
574.2,16
574.3,16
574.4,16
574.5,16
574.6,16
574.7,16
574.8,16
574.9,16
575,16
575.1,16
575.2,16
575.3,16
575.4,16
575.5,16
575.6,16
575.7,16
575.8,16
575.9,16
576,16
576.1,16
576.2,16
576.3,16
576.4,16
576.5,16
576.6,16
576.7,16
576.8,16
576.9,16
577,16
577.1,16
577.2,16
577.3,16
577.4,16
577.5,16
577.6,16
577.7,16
577.8,16
577.9,16
578,16
578.1,16
578.2,16
578.3,16
578.4,16
578.5,16
578.6,16
578.7,16
578.8,16
578.9,16
579,16
579.1,16
579.2,16
579.3,16
579.4,16
579.5,16
579.6,16
579.7,16
579.8,16
579.9,16
580,16
580.1,16
580.2,16
580.3,16
580.4,16
580.5,15
580.6,15
580.7,15
580.8,16
580.9,16
581,16
581.1,16
581.2,16
581.3,16
581.4,16
581.5,16
581.6,16
581.7,16
581.8,16
581.9,16
582,16
582.1,16
582.2,16
582.3,16
582.4,16
582.5,16
582.6,16
582.7,16
582.8,16
582.9,16
583,16
583.1,16
583.2,16
583.3,16
583.4,16
583.5,16
583.6,16
583.7,16
583.8,16
583.9,16
584,16
584.1,16
584.2,16
584.3,16
584.4,16
584.5,16
584.6,16
584.7,16
584.8,16
584.9,16
585,16
585.1,16
585.2,16
585.3,16
585.4,16
585.5,16
585.6,16
585.7,16
585.8,16
585.9,16
586,16
586.1,16
586.2,16
586.3,16
586.4,16
586.5,16
586.6,16
586.7,16
586.8,16
586.9,16
587,16
587.1,16
587.2,16
587.3,16
587.4,16
587.5,16
587.6,16
587.7,16
587.8,16
587.9,16
588,16
588.1,16
588.2,16
588.3,16
588.4,16
588.5,16
588.6,16
588.7,16
588.8,16
588.9,16
589,16
589.1,16
589.2,16
589.3,16
589.4,16
589.5,16
589.6,16
589.7,14
589.8,16
589.9,16
590,16
590.1,16
590.2,16
590.3,16
590.4,16
590.5,15
590.6,15
590.7,16
590.8,16
590.9,16
591,15
591.1,15
591.2,14
591.3,15
591.4,15
591.5,15
591.6,15
591.7,15
591.8,15
591.9,15
592,14
592.1,14
592.2,14
592.3,14
592.4,14
592.5,15
592.6,15
592.7,14
592.8,15
592.9,15
593,15
593.1,15
593.2,15
593.3,15
593.4,16
593.5,16
593.6,16
593.7,16
593.8,15
593.9,15
594,15
594.1,15
594.2,15
594.3,16
594.4,16
594.5,16
594.6,16
594.7,16
594.8,16
594.9,16
595,16
595.1,16
595.2,16
595.3,15
595.4,14
595.5,16
595.6,16
595.7,16
595.8,16
595.9,16
596,15
596.1,15
596.2,15
596.3,15
596.4,15
596.5,15
596.6,15
596.7,15
596.8,15
596.9,15
597,15
597.1,15
597.2,16
597.3,15
597.4,15
597.5,15
597.6,15
597.7,15
597.8,15
597.9,15
598,15
598.1,15
598.2,15
598.3,15
