Time,GPS_Slope
288.3,0.164720788598061
288.4,0.146090015769005
288.5,0.10389469563961
288.6,0.102382220327854
288.7,0.102292075753212
288.8,0.0857033878564835
288.9,0.0371400415897369
289,-0.0135670751333237
289.1,-0.0585669204592705
289.2,-0.0822085440158844
289.3,-0.071294978260994
289.4,-0.0323169454932213
289.5,0.00326825305819511
289.6,0.0564811676740646
289.7,0.135539680719376
289.8,0.229856625199318
289.9,0.30471196770668
290,0.491633385419846
290.1,0.580547511577606
290.2,0.583238065242767
290.3,0.563569724559784
290.4,0.534156620502472
290.5,0.530379593372345
290.6,0.496631592512131
290.7,0.455176085233688
290.8,0.415399014949799
290.9,0.406517833471298
291,0.41390186548233
291.1,0.439949303865433
291.2,0.421058237552643
291.3,0.342420399188995
291.4,0.338221788406372
291.5,0.436055511236191
291.6,0.503143131732941
291.7,0.571908354759216
291.8,0.684983432292938
291.9,0.696937441825867
292,0.67779129743576
292.1,0.600150883197784
292.2,0.53220933675766
292.3,0.535028338432312
292.4,0.479490518569946
292.5,0.440000772476196
292.6,0.391618102788925
292.7,0.356718808412552
292.8,0.349193006753922
292.9,0.337679237127304
293,0.347583681344986
293.1,0.321255832910538
293.2,0.283431529998779
293.3,0.270855188369751
293.4,0.262655884027481
293.5,0.211993649601936
293.6,0.195461332798004
293.7,0.200836345553398
293.8,0.199757218360901
293.9,0.208782657980919
294,0.217142820358276
294.1,0.189993962645531
294.2,0.16073577105999
294.3,0.136240944266319
294.4,0.0836358964443207
294.5,0.0495922081172466
294.6,0.0406122617423534
294.7,0.0400967113673687
294.8,0.0292509812861681
294.9,0.0160245038568974
295,0.0241731964051723
295.1,0.0346149615943432
295.2,0.0302594099193811
295.3,0.00889904145151377
295.4,0.0407084748148918
295.5,0.0126517117023468
295.6,0.0103422785177827
295.7,0.0208995267748833
295.8,0.0226532109081745
295.9,0.0646924898028374
296,0.107758343219757
296.1,0.138893365859985
296.2,0.150201469659805
296.3,0.141201615333557
296.4,0.138364523649216
296.5,0.158154368400574
296.6,0.156136095523834
296.7,0.14007180929184
296.8,0.127946868538857
296.9,0.118866339325905
297,0.117446616292
297.1,0.134861007332802
297.2,0.135866940021515
297.3,0.104147985577583
297.4,0.172707587480545
297.5,0.244210332632065
297.6,0.35586616396904
297.7,0.474489510059357
297.8,0.568454325199127
297.9,0.698516845703125
298,0.766792118549347
298.1,0.84846168756485
298.2,0.890818059444427
298.3,0.865851759910583
298.4,0.891884446144104
298.5,0.91072279214859
298.6,0.973395764827728
298.7,1.00502395629883
298.8,0.942538201808929
298.9,0.921218156814575
299,0.895384430885315
299.1,0.809511840343475
299.2,0.708655059337616
299.3,0.643516719341278
299.4,0.57309877872467
299.5,0.534567773342133
299.6,0.477412402629852
299.7,0.42834284901619
299.8,0.39968678355217
299.9,0.364137977361679
300,0.299487292766571
300.1,0.251851052045822
300.2,0.225078135728836
300.3,0.209191530942917
300.4,0.176120072603226
300.5,0.148922592401505
300.6,0.135121583938599
300.7,0.120082758367062
300.8,0.0919942706823349
300.9,0.0794704854488373
301,0.0401891358196735
301.1,-0.00307210790924728
301.2,-0.0439276061952114
301.3,-0.0833546221256256
301.4,-0.142204850912094
301.5,-0.135894745588303
301.6,-0.148895859718323
301.7,-0.156171754002571
301.8,-0.129567787051201
301.9,-0.148302882909775
302,-0.159516766667366
302.1,-0.156223401427269
302.2,-0.180036410689354
302.3,-0.236444488167763
302.4,-0.258106201887131
302.5,-0.32106876373291
302.6,-0.351248681545258
302.7,-0.377770721912384
302.8,-0.451379358768463
302.9,-0.549568593502045
303,-0.632065296173096
303.1,-0.752322852611542
303.2,-0.865865528583527
303.3,-0.92356276512146
303.4,-0.962502300739288
303.5,-1.02162599563599
303.6,-0.923665702342987
303.7,-0.758486986160278
303.8,-0.652357339859009
303.9,-0.59333199262619
304,-0.42168328166008
304.1,-0.288933455944061
304.2,-0.217071518301964
304.3,-0.190991014242172
304.4,-0.166849970817566
304.5,-0.184006452560425
304.6,-0.135102957487106
304.7,-0.074998140335083
304.8,-0.0442217327654362
304.9,-0.0619257353246212
305,-0.0565491914749146
305.1,-0.0475971475243568
305.2,-0.0396292880177498
305.3,-0.0287139788269997
305.4,0.0164063069969416
305.5,0.0120655605569482
305.6,0.000941413571126759
305.7,-0.00964230392128229
305.8,-0.0200248174369335
305.9,-0.0352100655436516
306,-0.0398288108408451
306.1,-0.0271728523075581
306.2,-0.0156395044177771
306.3,-0.0214705690741539
306.4,-0.0297132432460785
306.5,-0.0360743701457977
306.6,-0.0374772809445858
306.7,-0.0327300243079662
306.8,-0.0211374592036009
