Time,GPS_Altitude
489.3,46.3051834106445
489.4,46.3051261901855
489.5,46.2907409667969
489.6,46.2674865722656
489.7,46.2393608093262
489.8,46.2102088928223
489.9,46.1920585632324
490,46.2169342041016
490.1,46.216609954834
490.2,46.199291229248
490.3,46.1803970336914
490.4,46.1729049682617
490.5,46.1829605102539
490.6,46.2735977172852
490.7,46.3806228637695
490.8,46.4651947021484
490.9,46.4950065612793
491,46.5003242492676
491.1,46.5072288513184
491.2,46.5212593078613
491.3,46.5329437255859
491.4,46.5293655395508
491.5,46.5135078430176
491.6,46.3551445007324
491.7,46.2808532714844
491.8,46.3107566833496
491.9,46.4356689453125
492,46.446949005127
492.1,46.5539588928223
492.2,46.7055015563965
492.3,46.7805252075195
492.4,46.7038993835449
492.5,46.8172416687012
492.6,46.6860694885254
492.7,46.63623046875
492.8,46.6337699890137
492.9,46.6235618591309
493,46.7099723815918
493.1,46.7588691711426
493.2,46.9054145812988
493.3,47.0208320617676
493.4,46.9698104858398
493.5,46.9715995788574
493.6,46.9290046691895
493.7,46.9000511169434
493.8,46.8398475646973
493.9,46.7147750854492
494,46.7208366394043
494.1,46.744945526123
494.2,46.7548789978027
494.3,46.7491455078125
494.4,46.7224197387695
494.5,46.683177947998
494.6,46.6420669555664
494.7,46.5967712402344
494.8,46.5473403930664
494.9,46.5034103393555
495,46.505241394043
495.1,46.4784927368164
495.2,46.4644584655762
495.3,46.4477767944336
495.4,46.4070091247559
495.5,46.3740158081055
495.6,46.3436126708984
495.7,46.3317832946777
495.8,46.3189392089844
495.9,46.2914543151855
496,46.28662109375
496.1,46.2471199035645
496.2,46.235523223877
496.3,46.2315826416016
496.4,46.2014045715332
496.5,46.1411666870117
496.6,46.0838356018066
496.7,46.0184593200684
496.8,45.9626235961914
496.9,45.9357986450195
497,45.9009590148926
497.1,45.880054473877
497.2,45.873405456543
497.3,45.8739814758301
497.4,45.8805770874023
497.5,45.8868598937988
497.6,45.892463684082
497.7,45.907657623291
497.8,45.9475288391113
497.9,46.0236206054688
498,46.0621147155762
498.1,46.139591217041
498.2,46.1799697875977
498.3,46.2097816467285
498.4,46.2561569213867
498.5,46.2863998413086
498.6,46.2875785827637
498.7,46.2803497314453
498.8,46.2931709289551
498.9,46.3479118347168
499,46.3857383728027
499.1,46.4567260742188
499.2,46.5313339233398
499.3,46.5995216369629
499.4,46.6612548828125
499.5,46.738468170166
