Time,GPS_Slope
339.1,-0.0434346795082092
339.2,-0.0613808296620846
339.3,-0.100063234567642
339.4,-0.103515483438969
339.5,-0.119994603097439
339.6,-0.160641983151436
339.7,-0.187601387500763
339.8,-0.175379395484924
339.9,-0.137509346008301
340,-0.12396228313446
340.1,-0.110659793019295
340.2,-0.0888622850179672
340.3,-0.0503566414117813
340.4,-0.00199774350039661
340.5,0.0674577802419662
340.6,0.0949176177382469
340.7,0.0787879750132561
340.8,0.0230178162455559
340.9,-0.0113938068971038
341,-0.0140569787472486
341.1,-0.0182251371443272
341.2,-0.0131481569260359
341.3,0.00266589620150626
341.4,0.0110256727784872
341.5,-0.0282100774347782
341.6,-0.0468561947345734
341.7,-0.0354902371764183
341.8,-0.0467464216053486
341.9,-0.172292053699493
342,-0.220126211643219
342.1,-0.268344283103943
342.2,-0.347069084644318
342.3,-0.449393600225449
342.4,-0.516605496406555
342.5,-0.548793613910675
342.6,-0.408041447401047
342.7,-0.252862930297852
342.8,-0.192034333944321
342.9,-0.264479845762253
343,-0.0935159474611282
343.1,-0.0603289008140564
343.2,-0.0541753247380257
343.3,-0.0523268058896065
343.4,-0.0694365575909615
343.5,-0.0286289993673563
343.6,-0.0368312001228333
343.7,-0.028522863984108
343.8,-0.00498825358226895
343.9,-0.0271420069038868
344,-0.0275349412113428
344.1,-0.0184499770402908
344.2,-0.0339823476970196
344.3,-0.0682430937886238
344.4,-0.0661949962377548
344.5,-0.0663035735487938
344.6,-0.0410522185266018
344.7,-0.00930096581578255
344.8,0.0158767439424992
344.9,0.0237441509962082
345,-0.0289115216583014
345.1,-0.0622261799871922
345.2,-0.0857040658593178
345.3,-0.0915035009384155
345.4,-0.0769881829619408
345.5,-0.117854900658131
345.6,-0.105071499943733
345.7,-0.0884677395224571
345.8,-0.0847532451152802
345.9,-0.0852705240249634
346,-0.0699115768074989
346.1,-0.0748184397816658
346.2,-0.0794968828558922
346.3,-0.0733752101659775
346.4,-0.0585450939834118
346.5,-0.0584845468401909
346.6,-0.0796527937054634
346.7,-0.0317920744419098
346.8,0.0778260454535484
346.9,0.10398256033659
347,0.0717338100075722
347.1,0.0463989563286304
347.2,0.0389144606888294
347.3,0.0686710700392723
347.4,0.127608254551888
347.5,0.152360394597054
347.6,0.198072284460068
347.7,0.224279403686523
347.8,0.215259447693825
347.9,0.205293208360672
348,0.228060320019722
