Time,GPS_Speed
539.7,32.1427536010742
539.8,32.3274993896484
539.9,32.4538459777832
540,32.6258239746094
540.1,32.6740226745605
540.2,32.6231384277344
540.3,32.599796295166
540.4,32.6410293579102
540.5,32.4310302734375
540.6,32.3291549682617
540.7,32.1477661132812
540.8,32.1183662414551
540.9,32.2725791931152
541,32.3086738586426
541.1,32.5391654968262
541.2,32.6799354553223
541.3,32.627254486084
541.4,32.4426689147949
541.5,32.2247543334961
541.6,31.8319053649902
541.7,31.6529026031494
541.8,31.6406593322754
541.9,31.7072868347168
542,32.268310546875
542.1,32.2131767272949
542.2,32.1930274963379
542.3,32.2427062988281
542.4,32.2646369934082
542.5,31.6350803375244
542.6,31.0511436462402
542.7,30.6971664428711
542.8,30.5067806243896
542.9,30.3565731048584
543,30.4786510467529
543.1,30.5660915374756
543.2,30.638090133667
543.3,30.6528205871582
543.4,30.6219749450684
543.5,30.5877227783203
543.6,30.6090850830078
543.7,30.6370468139648
543.8,30.6894645690918
543.9,30.7676486968994
544,30.9035110473633
544.1,30.9617214202881
544.2,31.1213836669922
544.3,31.2797565460205
544.4,31.3802757263184
544.5,31.5554485321045
544.6,31.6592483520508
544.7,31.7834053039551
544.8,31.8431797027588
544.9,31.7562885284424
545,31.0256805419922
545.1,30.5107288360596
545.2,30.0552577972412
545.3,29.6435623168945
545.4,29.208625793457
545.5,28.5339431762695
545.6,28.3621559143066
545.7,28.3700523376465
545.8,28.3598442077637
545.9,28.247444152832
546,28.4091262817383
546.1,28.7094326019287
546.2,28.877857208252
546.3,28.929801940918
546.4,28.8690280914307
546.5,28.0448398590088
546.6,27.6285629272461
546.7,27.1680603027344
546.8,26.8128299713135
546.9,26.5993213653564
547,26.4906196594238
547.1,25.8450908660889
547.2,25.2420330047607
547.3,24.741268157959
547.4,24.2991218566895
547.5,23.7463684082031
547.6,23.3444652557373
547.7,22.9235591888428
547.8,22.805118560791
547.9,22.9548244476318
548,22.7911949157715
548.1,22.461483001709
548.2,22.1832523345947
548.3,21.849308013916
548.4,21.4343338012695
548.5,21.0710544586182
