Time,GPS_Nsat
82.3,16
82.4,16
82.5,16
82.6,16
82.7,16
82.8,16
82.9,16
83,16
83.1,15
83.2,15
83.3,15
83.4,16
83.5,15
83.6,15
83.7,15
83.8,16
83.9,16
84,16
84.1,16
84.2,16
84.3,16
84.4,16
84.5,16
84.6,16
84.7,16
84.8,16
84.9,16
85,16
85.1,16
85.2,16
85.3,16
85.4,16
85.5,16
85.6,16
85.7,16
85.8,16
85.9,16
86,16
86.1,16
86.2,16
86.3,16
86.4,16
86.5,16
86.6,16
86.7,16
86.8,16
86.9,16
87,16
87.1,16
87.2,16
87.3,16
87.4,16
87.5,16
87.6,16
87.7,16
87.8,16
87.9,16
88,16
88.1,16
88.2,16
88.3,16
88.4,16
88.5,16
88.6,16
88.7,16
88.8,16
88.9,16
89,16
89.1,16
89.2,16
89.3,16
89.4,16
89.5,16
89.6,16
89.7,16
89.8,16
89.9,16
90,16
90.1,16
90.2,16
90.3,16
90.4,16
90.5,16
90.6,16
90.7,16
90.8,16
90.9,16
91,16
91.1,16
91.2,16
91.3,16
91.4,16
91.5,16
91.6,16
91.7,16
91.8,16
91.9,16
92,16
92.1,16
92.2,16
92.3,16
92.4,16
92.5,16
92.6,16
92.7,16
92.8,16
92.9,16
93,16
93.1,16
93.2,16
93.3,16
93.4,16
93.5,16
93.6,16
93.7,16
93.8,16
93.9,16
94,16
94.1,16
94.2,16
94.3,16
94.4,16
94.5,16
94.6,16
94.7,16
94.8,16
94.9,16
95,16
95.1,16
95.2,16
95.3,16
95.4,16
95.5,16
95.6,16
95.7,16
95.8,16
95.9,16
96,16
96.1,16
96.2,16
96.3,16
96.4,16
96.5,16
96.6,16
96.7,16
96.8,16
96.9,16
97,16
97.1,16
97.2,16
97.3,16
97.4,16
97.5,16
97.6,16
97.7,16
97.8,16
97.9,16
98,16
98.1,16
98.2,16
98.3,16
98.4,16
98.5,16
98.6,16
98.7,16
98.8,16
98.9,16
99,16
99.1,16
99.2,16
99.3,16
99.4,16
99.5,16
99.6,16
99.7,16
99.8,16
99.9,16
100,16
100.1,16
100.2,16
100.3,16
100.4,16
100.5,16
100.6,16
100.7,16
100.8,16
100.9,16
101,16
101.1,16
101.2,16
101.3,16
101.4,16
101.5,16
101.6,16
101.7,16
101.8,16
101.9,16
102,15
102.1,16
102.2,16
102.3,16
102.4,16
102.5,16
102.6,16
102.7,16
102.8,16
102.9,15
103,15
103.1,15
103.2,15
103.3,15
103.4,15
103.5,15
103.6,15
103.7,15
103.8,15
103.9,15
104,15
104.1,15
104.2,15
104.3,15
104.4,15
104.5,15
104.6,15
104.7,15
104.8,15
104.9,14
105,15
105.1,15
105.2,15
105.3,15
105.4,15
