Time,GPS_Altitude
288.3,47.2472038269043
288.4,47.2365989685059
288.5,47.2104721069336
288.6,47.2077903747559
288.7,47.2074890136719
288.8,47.1986083984375
288.9,47.1571502685547
289,47.106632232666
289.1,47.0473442077637
289.2,47.0199813842773
289.3,47.0602607727051
289.4,47.1216506958008
289.5,47.2028923034668
289.6,47.3082008361816
289.7,47.447883605957
289.8,47.6085662841797
289.9,47.7373504638672
290,48.0715560913086
290.1,48.2483367919922
290.2,48.2884864807129
290.3,48.3018531799316
290.4,48.3086166381836
290.5,48.3261680603027
290.6,48.307373046875
290.7,48.2750091552734
290.8,48.2391777038574
290.9,48.2661819458008
291,48.3195915222168
291.1,48.399055480957
291.2,48.4083213806152
291.3,48.3154220581055
291.4,48.3144569396973
291.5,48.496166229248
291.6,48.6434555053711
291.7,48.7955780029297
291.8,49.009952545166
291.9,49.068489074707
292,49.0392723083496
292.1,48.9217834472656
292.2,48.8186264038086
292.3,48.8161849975586
292.4,48.7420310974121
292.5,48.6707992553711
292.6,48.5910491943359
292.7,48.5315170288086
292.8,48.5098686218262
292.9,48.4791984558105
293,48.4762687683105
293.1,48.4288024902344
293.2,48.3663635253906
293.3,48.3325271606445
293.4,48.2943534851074
293.5,48.2261772155762
293.6,48.1952667236328
293.7,48.1886901855469
293.8,48.1803359985352
293.9,48.1951484680176
294,48.2047538757324
294.1,48.1683387756348
294.2,48.1358032226562
294.3,48.1186218261719
294.4,48.0460472106934
294.5,47.9900054931641
294.6,47.9754447937012
294.7,47.9702758789062
294.8,47.9424514770508
294.9,47.9493789672852
295,47.9578971862793
295.1,47.960376739502
295.2,47.9451179504395
295.3,47.9123268127441
295.4,47.9244613647461
295.5,47.891773223877
295.6,47.8875770568848
295.7,47.9008903503418
295.8,47.9099540710449
295.9,47.9385833740234
296,47.9872627258301
296.1,48.0078353881836
296.2,48.0058403015137
296.3,47.9979286193848
296.4,47.9904327392578
296.5,47.9959526062012
296.6,47.985782623291
296.7,47.9671630859375
296.8,47.9557266235352
296.9,47.9503936767578
297,47.9417419433594
297.1,47.9441528320312
297.2,47.9416007995605
297.3,47.9256935119629
297.4,47.9623222351074
297.5,48.0269775390625
297.6,48.1039428710938
297.7,48.1787223815918
297.8,48.2478332519531
297.9,48.3647422790527
298,48.4271583557129
298.1,48.4995918273926
298.2,48.5530433654785
298.3,48.5701446533203
298.4,48.600887298584
298.5,48.6406631469727
298.6,48.6798934936523
298.7,48.6828308105469
298.8,48.6324195861816
298.9,48.6293830871582
299,48.628978729248
299.1,48.5838317871094
299.2,48.5240592956543
299.3,48.4861755371094
299.4,48.4460678100586
299.5,48.4243202209473
299.6,48.3847045898438
299.7,48.3505859375
299.8,48.3295936584473
299.9,48.287166595459
300,48.2270774841309
300.1,48.1723518371582
300.2,48.1296424865723
300.3,48.0965805053711
300.4,48.045539855957
300.5,47.9996070861816
300.6,47.9631195068359
300.7,47.9292907714844
300.8,47.8926239013672
300.9,47.8683738708496
301,47.8165969848633
301.1,47.7511558532715
301.2,47.6898193359375
301.3,47.6434593200684
301.4,47.5826721191406
301.5,47.5774726867676
301.6,47.5602226257324
301.7,47.5537185668945
301.8,47.5807609558105
301.9,47.5638008117676
302,47.5552139282227
302.1,47.5498199462891
302.2,47.5286254882812
302.3,47.4855422973633
302.4,47.4534111022949
302.5,47.3994216918945
302.6,47.3724670410156
302.7,47.3418998718262
302.8,47.2625846862793
302.9,47.1619415283203
303,47.064510345459
303.1,46.9393730163574
303.2,46.8022575378418
303.3,46.6812705993652
303.4,46.6125068664551
303.5,46.5199546813965
303.6,46.5525436401367
303.7,46.6471176147461
303.8,46.7080192565918
303.9,46.7329483032227
304,46.856876373291
304.1,46.9527053833008
304.2,46.9865264892578
304.3,46.9605331420898
304.4,46.9420394897461
304.5,46.9109497070312
304.6,46.9603996276855
304.7,47.0060806274414
304.8,47.0098571777344
304.9,46.9966201782227
305,46.9933700561523
305.1,46.9960327148438
305.2,46.9886360168457
305.3,46.967399597168
305.4,46.9808235168457
305.5,46.9512519836426
305.6,46.9244842529297
305.7,46.8991355895996
305.8,46.8668670654297
305.9,46.8284034729004
306,46.8142700195312
306.1,46.8147506713867
306.2,46.8167266845703
306.3,46.807544708252
306.4,46.779842376709
306.5,46.7761650085449
306.6,46.779712677002
306.7,46.7857055664062
306.8,46.7927398681641
306.9,46.805347442627
307,46.8119010925293
307.1,46.7952919006348
307.2,46.7712211608887
307.3,46.7594451904297
307.4,46.7681694030762
307.5,46.7694396972656
307.6,46.7643928527832
307.7,46.783447265625
307.8,46.8265647888184
307.9,46.8301963806152
308,46.835205078125
308.1,46.8162002563477
308.2,46.8060989379883
308.3,46.8326301574707
308.4,46.8518333435059
308.5,46.8684005737305
308.6,46.8926734924316
308.7,46.9129981994629
308.8,46.9162330627441
308.9,46.9000091552734
309,46.8729629516602
309.1,46.8542098999023
309.2,46.8569374084473
309.3,46.8837814331055
309.4,46.900146484375
309.5,46.8924369812012
309.6,46.8674430847168
309.7,46.8379936218262
309.8,46.8183441162109
309.9,46.8231887817383
310,46.8427238464355
310.1,46.8639907836914
310.2,46.8808784484863
310.3,46.8897743225098
310.4,46.8911628723145
310.5,46.8523597717285
310.6,46.825740814209
310.7,46.8014335632324
310.8,46.7777519226074
310.9,46.7697563171387
311,46.7669486999512
311.1,46.7487564086914
311.2,46.7140007019043
311.3,46.6710433959961
311.4,46.6507568359375
311.5,46.6229476928711
311.6,46.6269645690918
311.7,46.6360244750977
311.8,46.6268157958984
311.9,46.6508674621582
312,46.6806488037109
312.1,46.6929321289062
312.2,46.7186164855957
312.3,46.7787666320801
312.4,46.8060302734375
312.5,46.8137016296387
312.6,46.7957916259766
312.7,46.7779388427734
312.8,46.781909942627
312.9,46.7842445373535
313,46.7825660705566
313.1,46.7758026123047
313.2,46.7312965393066
313.3,46.6497840881348
313.4,46.6075134277344
313.5,46.5354385375977
313.6,46.4654235839844
313.7,46.4096145629883
313.8,46.3942337036133
313.9,46.5069961547852
314,46.4303703308105
314.1,46.4212989807129
314.2,46.4332962036133
314.3,46.4522361755371
314.4,46.4817810058594
314.5,46.5240936279297
314.6,46.601432800293
314.7,46.6615905761719
314.8,46.6607856750488
314.9,46.653003692627
315,46.6927223205566
315.1,46.7421951293945
315.2,46.7787208557129
315.3,46.7862548828125
315.4,46.7621688842773
315.5,46.7570571899414
315.6,46.7826919555664
315.7,46.8216667175293
315.8,46.8575210571289
315.9,46.9075126647949
316,46.8936500549316
316.1,46.9017715454102
316.2,46.897533416748
316.3,46.868522644043
316.4,46.862190246582
316.5,46.8724365234375
